1.9e+07	227365	916806	-1.04972e+10	1.07487e+11	-8.90349e+10	-1.20483e+11	2.04346e+11	-9.77398e+10
1.91e+07	226296	911425	-7.00628e+09	1.07771e+11	-9.14096e+10	-1.1869e+11	2.0328e+11	-9.9916e+10
1.92e+07	225107	906177	-3.508e+09	1.07942e+11	-9.37482e+10	-1.1685e+11	2.02191e+11	-1.02081e+11
1.93e+07	223805	901065	-6.02474e+06	1.08e+11	-9.60497e+10	-1.14963e+11	2.01079e+11	-1.04234e+11
1.94e+07	222397	896092	3.49596e+09	1.07943e+11	-9.83134e+10	-1.13032e+11	1.99944e+11	-1.06375e+11
1.95e+07	220889	891259	6.99426e+09	1.07773e+11	-1.00538e+11	-1.11055e+11	1.98786e+11	-1.08504e+11
1.96e+07	219287	886568	1.04852e+10	1.07489e+11	-1.02723e+11	-1.09035e+11	1.97605e+11	-1.10621e+11
1.97e+07	217598	882021	1.39651e+10	1.07092e+11	-1.04868e+11	-1.06972e+11	1.96402e+11	-1.12725e+11
1.98e+07	215827	877619	1.74302e+10	1.06582e+11	-1.06971e+11	-1.04867e+11	1.95177e+11	-1.14816e+11
1.99e+07	213982	873363	2.0877e+10	1.05959e+11	-1.09032e+11	-1.0272e+11	1.93929e+11	-1.16894e+11
2e+07	212068	869255	2.43018e+10	1.05225e+11	-1.1105e+11	-1.00532e+11	1.92659e+11	-1.18959e+11
2.01e+07	210093	865294	2.7701e+10	1.0438e+11	-1.13024e+11	-9.83052e+10	1.91366e+11	-1.2101e+11
2.02e+07	208061	861482	3.1071e+10	1.03426e+11	-1.14953e+11	-9.60393e+10	1.90052e+11	-1.23047e+11
2.03e+07	205981	857818	3.44083e+10	1.02362e+11	-1.16837e+11	-9.37354e+10	1.88717e+11	-1.2507e+11
2.04e+07	203858	854302	3.77092e+10	1.0119e+11	-1.18675e+11	-9.13945e+10	1.87359e+11	-1.27079e+11
2.05e+07	201698	850934	4.09705e+10	9.99114e+10	-1.20466e+11	-8.90175e+10	1.8598e+11	-1.29073e+11
2.06e+07	199508	847713	4.41885e+10	9.85277e+10	-1.22209e+11	-8.66054e+10	1.8458e+11	-1.31053e+11
2.07e+07	197294	844639	4.736e+10	9.70401e+10	-1.23904e+11	-8.4159e+10	1.83159e+11	-1.33017e+11
2.08e+07	195061	841711	5.04815e+10	9.54501e+10	-1.2555e+11	-8.16794e+10	1.81717e+11	-1.34966e+11
2.09e+07	192817	838927	5.35498e+10	9.37595e+10	-1.27147e+11	-7.91675e+10	1.80254e+11	-1.369e+11
2.1e+07	190567	836286	5.65616e+10	9.19701e+10	-1.28693e+11	-7.66244e+10	1.7877e+11	-1.38818e+11
2.11e+07	188316	833787	5.95138e+10	9.00837e+10	-1.30189e+11	-7.4051e+10	1.77266e+11	-1.40721e+11
2.12e+07	186071	831427	6.24033e+10	8.81023e+10	-1.31633e+11	-7.14483e+10	1.75742e+11	-1.42607e+11
